,TaskTypeID,SubTaskTypeID,AppointmentStatus,LanguageID,ForcedAppointment,SameDayAsApplied,LobbyBureauID,DayNumberOfWeek,DayNumberOfMonth,AppHour,Attempts,Reschedules,NoShows
444,162,210,1,1,0,0.0,2,2.0,4.0,15,1.0,0.0,0.0
445,162,209,1,1,0,0.0,1,1.0,6.0,12,0.0,0.0,0.0
446,162,209,1,1,0,0.0,7,1.0,11.0,9,0.0,0.0,0.0
448,162,209,1,1,0,0.0,5,3.0,22.0,9,0.0,0.0,0.0
449,162,209,1,1,0,0.0,4,4.0,13.0,9,0.0,0.0,0.0
450,162,209,1,1,0,0.0,1,4.0,4.0,13,0.0,0.0,0.0
452,162,209,1,1,0,0.0,1,1.0,6.0,14,0.0,0.0,0.0
453,162,210,1,1,0,0.0,2,3.0,11.0,13,0.0,1.0,0.0
455,162,210,1,1,0,0.0,2,3.0,21.0,10,2.0,0.0,0.0
456,162,210,1,1,0,0.0,2,4.0,6.0,15,1.0,1.0,1.0
457,162,210,1,1,0,0.0,2,5.0,22.0,8,0.0,0.0,0.0
458,162,210,1,1,0,0.0,2,4.0,18.0,14,1.0,0.0,0.0
460,162,210,1,1,0,0.0,7,1.0,26.0,9,1.0,0.0,0.0
462,162,210,0,1,0,0.0,1,5.0,24.0,9,2.0,0.0,1.0
463,162,210,1,1,0,0.0,2,1.0,23.0,8,0.0,1.0,1.0
465,162,209,1,17,0,0.0,4,3.0,21.0,9,0.0,0.0,0.0
468,162,209,0,1,0,0.0,1,2.0,24.0,9,0.0,0.0,1.0
470,162,209,1,1,0,0.0,3,4.0,19.0,13,0.0,0.0,0.0
472,162,210,1,1,0,0.0,6,1.0,19.0,14,2.0,0.0,0.0
474,162,209,1,1,0,0.0,1,4.0,21.0,9,0.0,0.0,0.0
476,162,210,1,1,0,0.0,2,5.0,22.0,14,0.0,1.0,1.0
477,162,209,1,27,0,0.0,4,1.0,9.0,9,0.0,0.0,0.0
478,162,209,0,1,0,0.0,6,2.0,3.0,8,0.0,0.0,1.0
480,162,210,1,1,0,0.0,2,5.0,26.0,13,1.0,0.0,0.0
481,162,210,1,1,0,0.0,2,1.0,15.0,7,1.0,0.0,0.0
483,162,209,1,1,0,0.0,1,5.0,15.0,14,0.0,0.0,0.0
484,162,210,1,1,0,0.0,6,2.0,3.0,14,0.0,0.0,0.0
486,162,210,1,1,0,0.0,5,5.0,30.0,13,1.0,1.0,0.0
487,162,209,0,1,0,0.0,3,4.0,20.0,8,0.0,1.0,2.0
488,162,210,1,1,0,0.0,5,1.0,5.0,8,1.0,0.0,0.0
489,162,210,1,1,0,0.0,2,1.0,19.0,14,2.0,1.0,1.0
490,162,209,1,1,0,0.0,4,2.0,18.0,14,0.0,0.0,0.0
491,162,210,0,1,0,0.0,2,2.0,6.0,14,2.0,0.0,1.0
492,162,209,1,1,0,0.0,2,5.0,6.0,14,0.0,0.0,0.0
493,162,211,1,1,0,0.0,6,2.0,19.0,9,0.0,0.0,0.0
494,162,209,1,27,0,0.0,2,4.0,16.0,14,0.0,0.0,0.0
496,162,209,1,27,0,0.0,4,3.0,5.0,9,0.0,0.0,0.0
499,162,209,0,1,0,0.0,1,5.0,17.0,8,0.0,0.0,1.0
500,162,210,1,1,0,0.0,2,3.0,25.0,10,1.0,0.0,0.0
501,162,210,1,1,0,0.0,2,1.0,27.0,14,1.0,1.0,0.0
502,162,210,0,1,0,0.0,4,4.0,25.0,8,2.0,0.0,1.0
503,162,209,0,1,0,0.0,2,4.0,8.0,13,0.0,0.0,1.0
505,162,209,0,1,0,0.0,2,4.0,15.0,8,0.0,0.0,1.0
507,162,209,1,17,0,0.0,4,5.0,10.0,9,0.0,0.0,0.0
508,162,209,0,1,0,0.0,5,4.0,28.0,13,0.0,1.0,2.0
509,162,209,1,1,0,0.0,8,5.0,13.0,13,0.0,2.0,2.0
510,162,209,1,1,0,0.0,5,1.0,18.0,14,0.0,0.0,0.0
511,162,210,1,1,0,0.0,2,5.0,22.0,10,0.0,0.0,0.0
512,162,210,1,1,0,0.0,3,5.0,14.0,8,2.0,0.0,0.0
513,162,209,1,1,0,0.0,2,3.0,7.0,14,0.0,0.0,0.0
518,162,209,1,1,0,0.0,6,5.0,14.0,9,0.0,0.0,0.0
519,162,209,1,1,0,0.0,3,3.0,10.0,11,0.0,0.0,0.0
520,162,209,1,1,0,0.0,1,5.0,20.0,12,0.0,0.0,0.0
521,162,209,0,1,0,0.0,7,1.0,3.0,8,0.0,0.0,1.0
522,162,210,1,9,0,0.0,2,3.0,8.0,10,1.0,0.0,0.0
523,162,209,1,1,0,0.0,1,1.0,2.0,12,0.0,0.0,0.0
526,162,209,1,6,0,0.0,3,3.0,5.0,9,0.0,0.0,0.0
527,162,210,1,1,0,0.0,2,4.0,25.0,14,1.0,1.0,1.0
528,162,210,1,1,0,0.0,2,5.0,21.0,13,1.0,0.0,0.0
530,162,209,0,8,0,0.0,7,1.0,3.0,9,0.0,0.0,1.0
531,162,209,1,1,0,0.0,3,3.0,22.0,14,0.0,0.0,0.0
532,162,209,0,1,0,0.0,1,4.0,13.0,9,0.0,1.0,1.0
533,162,209,1,1,0,0.0,7,4.0,23.0,13,0.0,0.0,0.0
537,162,210,0,1,0,0.0,2,3.0,17.0,8,2.0,0.0,1.0
538,162,210,0,1,0,0.0,2,4.0,12.0,12,0.0,0.0,1.0
543,162,211,1,1,0,0.0,5,1.0,2.0,9,0.0,0.0,0.0
545,162,210,1,1,0,0.0,2,2.0,31.0,13,1.0,0.0,0.0
546,162,209,0,1,0,0.0,1,5.0,29.0,14,0.0,0.0,1.0
547,162,210,1,1,0,0.0,6,5.0,3.0,9,1.0,1.0,1.0
549,162,209,1,1,0,0.0,3,5.0,29.0,14,0.0,1.0,1.0
550,162,210,0,1,0,0.0,2,1.0,27.0,8,2.0,0.0,1.0
551,162,210,1,1,0,0.0,2,5.0,3.0,15,1.0,0.0,0.0
552,162,210,1,1,0,0.0,2,4.0,14.0,14,0.0,0.0,0.0
554,162,210,1,35,0,0.0,7,1.0,3.0,14,1.0,0.0,0.0
555,162,210,1,1,0,0.0,2,5.0,7.0,13,1.0,0.0,0.0
556,162,209,1,1,0,0.0,5,2.0,2.0,8,0.0,0.0,0.0
557,162,209,1,1,0,0.0,3,1.0,5.0,14,0.0,0.0,0.0
558,162,209,1,1,0,0.0,2,2.0,4.0,13,0.0,0.0,0.0
562,162,210,0,1,0,0.0,2,1.0,17.0,7,1.0,0.0,1.0
564,162,209,1,8,0,0.0,5,1.0,9.0,14,0.0,0.0,0.0
565,162,210,1,1,0,0.0,2,2.0,9.0,12,2.0,1.0,1.0
566,162,209,0,1,0,0.0,1,2.0,14.0,8,0.0,0.0,1.0
567,162,209,1,1,0,0.0,1,3.0,21.0,8,0.0,0.0,0.0
568,162,209,1,1,0,0.0,1,3.0,15.0,10,0.0,0.0,0.0
570,162,210,1,9,0,0.0,7,1.0,25.0,13,0.0,0.0,0.0
571,162,210,1,1,0,0.0,2,3.0,13.0,15,0.0,0.0,0.0
572,162,209,1,1,0,0.0,5,3.0,7.0,8,0.0,0.0,0.0
575,162,209,1,1,0,0.0,7,2.0,6.0,13,0.0,1.0,0.0
576,162,209,0,1,0,0.0,1,2.0,11.0,9,0.0,0.0,1.0
577,162,210,0,1,0,0.0,2,1.0,26.0,12,2.0,0.0,1.0
578,162,210,1,1,0,0.0,2,4.0,1.0,14,1.0,0.0,0.0
581,162,209,1,1,0,0.0,2,1.0,27.0,15,0.0,0.0,0.0
582,162,209,1,1,0,0.0,7,2.0,19.0,8,0.0,0.0,0.0
583,162,209,1,8,0,0.0,7,4.0,16.0,14,0.0,0.0,0.0
584,162,210,1,1,0,0.0,2,2.0,9.0,12,1.0,0.0,0.0
585,162,210,1,1,0,0.0,2,2.0,31.0,14,1.0,1.0,1.0
586,162,210,1,1,0,0.0,2,5.0,22.0,8,0.0,0.0,0.0
587,162,209,1,1,0,0.0,1,2.0,30.0,10,0.0,0.0,0.0
588,162,209,0,1,0,0.0,2,5.0,5.0,13,0.0,0.0,1.0
589,162,209,1,1,0,0.0,6,5.0,8.0,14,0.0,0.0,0.0
591,162,209,1,1,0,0.0,1,5.0,29.0,13,0.0,0.0,0.0
592,162,209,0,1,0,0.0,7,4.0,25.0,14,0.0,1.0,2.0
596,162,210,1,1,0,0.0,2,5.0,28.0,14,1.0,0.0,0.0
597,162,210,1,1,0,0.0,2,3.0,19.0,13,1.0,0.0,0.0
598,162,209,0,1,0,1.0,5,1.0,6.0,14,0.0,0.0,1.0
599,162,209,1,1,0,0.0,1,2.0,18.0,14,0.0,0.0,0.0
601,162,209,1,3,0,0.0,7,2.0,20.0,13,0.0,0.0,0.0
602,162,210,1,1,0,0.0,6,1.0,20.0,13,1.0,0.0,0.0
603,162,210,1,7,0,0.0,2,4.0,20.0,15,1.0,0.0,0.0
604,162,209,1,1,0,0.0,1,1.0,19.0,9,0.0,0.0,0.0
605,162,209,1,1,0,0.0,5,2.0,13.0,14,0.0,1.0,1.0
606,162,209,1,1,0,0.0,5,2.0,24.0,9,0.0,0.0,0.0
607,162,209,1,1,0,0.0,1,1.0,25.0,12,0.0,0.0,0.0
608,162,209,0,1,0,0.0,5,5.0,24.0,8,0.0,1.0,2.0
609,162,209,0,1,0,0.0,1,2.0,27.0,10,0.0,0.0,1.0
611,162,209,1,1,0,0.0,1,4.0,29.0,13,0.0,0.0,0.0
613,162,210,0,7,0,0.0,5,1.0,3.0,14,2.0,0.0,1.0
614,162,209,0,1,0,0.0,2,4.0,14.0,8,0.0,0.0,1.0
615,162,210,0,1,0,0.0,2,5.0,7.0,10,2.0,0.0,1.0
616,162,209,1,16,0,0.0,7,2.0,12.0,11,0.0,0.0,0.0
617,162,209,0,1,0,0.0,3,3.0,10.0,9,0.0,0.0,1.0
619,162,209,1,1,0,0.0,2,4.0,30.0,15,0.0,0.0,0.0
621,162,209,1,1,0,0.0,5,3.0,18.0,8,0.0,0.0,0.0
622,162,209,0,1,0,0.0,1,1.0,23.0,9,0.0,0.0,1.0
623,162,209,1,1,0,0.0,4,1.0,26.0,13,0.0,1.0,0.0
624,162,210,1,1,0,0.0,6,1.0,6.0,14,0.0,0.0,0.0
627,162,209,1,1,0,0.0,5,2.0,2.0,13,0.0,0.0,0.0
628,162,209,1,1,0,0.0,1,1.0,13.0,8,0.0,0.0,0.0
629,162,209,0,1,0,0.0,8,4.0,26.0,8,0.0,1.0,2.0
630,162,210,1,1,0,0.0,2,1.0,11.0,7,0.0,0.0,0.0
631,162,209,0,1,0,0.0,1,3.0,27.0,10,0.0,1.0,2.0
632,162,209,1,1,0,0.0,1,3.0,15.0,9,0.0,0.0,0.0
633,162,210,1,1,0,0.0,2,4.0,6.0,13,1.0,1.0,1.0
634,162,210,0,3,0,0.0,2,2.0,10.0,14,0.0,0.0,1.0
635,162,210,0,1,0,0.0,7,4.0,12.0,8,0.0,0.0,1.0
636,162,209,1,1,0,0.0,7,4.0,4.0,9,0.0,0.0,0.0
638,162,209,1,1,0,0.0,4,3.0,25.0,13,0.0,0.0,0.0
640,162,210,1,1,0,0.0,7,5.0,28.0,8,1.0,0.0,0.0
641,162,209,1,1,0,0.0,4,1.0,29.0,9,0.0,0.0,0.0
642,162,210,1,1,0,0.0,2,4.0,19.0,7,0.0,0.0,0.0
643,162,209,1,1,0,0.0,5,5.0,3.0,13,0.0,0.0,0.0
644,162,209,1,1,0,0.0,1,4.0,5.0,8,0.0,0.0,0.0
645,162,209,1,1,0,0.0,3,4.0,8.0,13,0.0,0.0,0.0
646,162,210,1,1,0,0.0,2,3.0,5.0,13,1.0,1.0,1.0
647,162,209,0,1,0,0.0,1,5.0,30.0,10,0.0,0.0,1.0
650,162,209,1,1,0,0.0,5,2.0,16.0,9,0.0,0.0,0.0
651,162,209,1,1,0,0.0,1,2.0,17.0,9,0.0,0.0,0.0
652,162,210,1,1,0,0.0,2,1.0,9.0,15,0.0,0.0,0.0
654,162,209,1,1,0,0.0,7,3.0,29.0,8,0.0,0.0,0.0
655,162,210,1,1,0,0.0,7,2.0,31.0,14,1.0,0.0,0.0
656,162,210,0,6,0,0.0,2,5.0,29.0,14,0.0,2.0,2.0
658,162,209,0,1,0,0.0,1,2.0,3.0,14,0.0,1.0,2.0
659,162,209,1,1,0,0.0,7,2.0,6.0,14,0.0,0.0,0.0
660,162,209,1,1,0,0.0,5,3.0,5.0,13,0.0,0.0,0.0
661,162,209,1,1,0,0.0,3,5.0,7.0,13,0.0,0.0,0.0
662,162,209,1,1,0,0.0,7,1.0,2.0,14,0.0,0.0,0.0
663,162,210,0,1,0,0.0,2,4.0,29.0,15,2.0,0.0,1.0
664,162,209,0,1,0,0.0,5,2.0,26.0,13,0.0,0.0,1.0
665,162,210,1,1,0,0.0,2,5.0,27.0,13,1.0,0.0,1.0
666,162,210,1,1,0,0.0,2,1.0,17.0,13,1.0,0.0,0.0
667,162,209,1,1,0,0.0,1,1.0,22.0,14,0.0,1.0,1.0
668,162,209,1,27,0,0.0,6,4.0,16.0,13,0.0,0.0,0.0
669,162,209,1,8,0,0.0,7,4.0,13.0,8,0.0,0.0,0.0
670,162,209,0,1,0,0.0,3,1.0,3.0,14,0.0,0.0,1.0
671,162,210,1,1,0,0.0,2,2.0,21.0,8,2.0,0.0,0.0
672,162,209,1,1,0,0.0,1,1.0,18.0,10,0.0,1.0,1.0
673,162,209,0,1,0,0.0,6,4.0,25.0,9,0.0,0.0,1.0
674,162,210,1,7,0,0.0,5,4.0,2.0,9,1.0,0.0,0.0
675,162,210,1,1,0,0.0,2,5.0,28.0,13,1.0,1.0,1.0
676,162,209,0,1,0,0.0,1,5.0,5.0,14,0.0,0.0,1.0
678,162,209,1,1,0,0.0,1,3.0,8.0,13,0.0,0.0,0.0
680,162,209,0,1,0,0.0,2,5.0,10.0,13,0.0,0.0,1.0
682,162,209,1,1,0,0.0,3,3.0,27.0,8,0.0,0.0,0.0
683,162,209,1,1,0,0.0,4,5.0,28.0,9,0.0,0.0,0.0
684,162,209,1,1,0,0.0,7,2.0,9.0,13,2.0,2.0,1.0
685,162,210,1,1,0,0.0,2,1.0,26.0,7,1.0,0.0,0.0
686,162,210,1,1,0,0.0,2,4.0,27.0,15,1.0,0.0,0.0
687,162,209,1,1,0,0.0,1,5.0,7.0,8,0.0,0.0,0.0
688,162,210,1,1,0,0.0,3,4.0,12.0,8,0.0,0.0,0.0
689,162,209,1,1,0,0.0,7,5.0,22.0,9,0.0,0.0,0.0
690,162,209,1,1,0,0.0,2,5.0,13.0,7,0.0,0.0,0.0
693,162,209,1,1,0,0.0,1,4.0,12.0,14,0.0,0.0,0.0
694,162,209,1,1,0,1.0,4,4.0,25.0,13,0.0,0.0,0.0
695,162,210,0,1,0,0.0,7,5.0,29.0,9,0.0,0.0,2.0
696,162,209,0,1,0,0.0,1,2.0,10.0,10,0.0,0.0,1.0
697,162,209,0,1,0,0.0,1,1.0,22.0,9,0.0,2.0,2.0
698,162,209,1,1,0,0.0,1,3.0,15.0,12,0.0,0.0,0.0
699,162,210,1,1,0,0.0,3,2.0,9.0,9,1.0,0.0,0.0
703,162,210,1,1,0,0.0,2,1.0,18.0,13,0.0,0.0,0.0
704,162,210,1,1,0,0.0,2,1.0,18.0,13,0.0,0.0,0.0
705,162,210,1,1,0,0.0,2,3.0,28.0,8,2.0,0.0,0.0
706,162,209,1,1,0,0.0,3,1.0,29.0,13,0.0,0.0,0.0
708,162,210,1,1,0,0.0,2,4.0,8.0,15,1.0,0.0,0.0
709,162,209,1,1,0,0.0,5,3.0,8.0,8,0.0,0.0,0.0
710,162,209,1,1,0,0.0,1,1.0,18.0,13,0.0,2.0,2.0
713,162,210,1,1,0,0.0,3,5.0,14.0,9,1.0,0.0,0.0
714,162,210,1,1,0,0.0,2,4.0,27.0,8,1.0,0.0,0.0
715,162,209,1,1,0,0.0,5,4.0,4.0,13,0.0,0.0,0.0
716,162,209,0,1,0,0.0,1,4.0,11.0,9,0.0,0.0,1.0
717,162,210,1,1,0,0.0,2,3.0,28.0,13,2.0,0.0,0.0
718,162,210,0,1,0,0.0,2,4.0,1.0,14,2.0,3.0,4.0
719,162,209,1,7,0,0.0,5,3.0,26.0,13,0.0,0.0,0.0
721,162,209,1,1,0,0.0,1,3.0,11.0,14,0.0,0.0,0.0
725,162,209,1,1,0,1.0,7,3.0,14.0,9,0.0,0.0,0.0
726,162,209,1,8,0,0.0,3,2.0,6.0,13,0.0,1.0,1.0
727,162,209,1,1,0,0.0,4,4.0,30.0,9,0.0,0.0,0.0
728,162,210,1,1,0,0.0,6,3.0,11.0,8,0.0,0.0,0.0
729,162,209,1,1,0,0.0,1,5.0,17.0,13,0.0,0.0,0.0
730,162,210,1,1,0,0.0,7,5.0,22.0,9,0.0,0.0,0.0
731,162,210,1,1,0,0.0,7,1.0,11.0,8,0.0,0.0,0.0
732,162,209,1,1,0,0.0,1,3.0,19.0,14,0.0,0.0,0.0
735,162,210,1,1,0,0.0,6,5.0,20.0,14,0.0,0.0,0.0
736,162,209,1,1,0,0.0,1,2.0,21.0,9,0.0,0.0,0.0
738,162,209,1,1,0,1.0,1,2.0,27.0,13,0.0,0.0,0.0
743,162,209,1,1,0,0.0,7,5.0,7.0,8,0.0,0.0,0.0
744,162,210,1,1,0,0.0,5,5.0,10.0,13,1.0,0.0,0.0
745,162,210,1,8,0,0.0,2,5.0,8.0,10,0.0,0.0,0.0
747,162,209,1,1,0,0.0,1,1.0,15.0,10,0.0,1.0,1.0
749,162,209,1,1,0,0.0,3,2.0,10.0,13,0.0,0.0,0.0
750,162,209,1,1,0,0.0,4,5.0,3.0,9,0.0,0.0,0.0
751,162,209,1,1,0,0.0,7,4.0,15.0,9,0.0,0.0,0.0
752,162,210,1,1,0,0.0,7,2.0,6.0,8,1.0,0.0,0.0
754,162,210,1,1,0,0.0,2,3.0,17.0,12,1.0,0.0,0.0
755,162,210,1,1,0,0.0,2,3.0,7.0,15,2.0,0.0,0.0
756,162,209,1,1,0,0.0,1,1.0,18.0,9,0.0,1.0,1.0
757,162,209,1,7,0,0.0,4,3.0,10.0,9,0.0,1.0,1.0
758,162,209,0,8,0,0.0,1,5.0,16.0,10,0.0,0.0,1.0
759,162,209,1,1,0,0.0,3,2.0,2.0,13,0.0,1.0,1.0
760,162,209,1,1,0,0.0,1,1.0,16.0,12,0.0,0.0,0.0
761,162,210,1,1,0,0.0,2,3.0,20.0,14,0.0,0.0,0.0
763,162,209,0,1,0,0.0,1,5.0,24.0,13,0.0,0.0,1.0
764,162,210,0,1,0,0.0,2,3.0,17.0,10,2.0,0.0,1.0
765,162,210,1,1,0,0.0,2,3.0,12.0,13,1.0,1.0,0.0
766,162,210,1,1,0,0.0,2,3.0,14.0,15,1.0,0.0,0.0
767,162,209,1,1,0,0.0,5,2.0,19.0,13,0.0,0.0,0.0
769,162,209,1,1,0,1.0,5,5.0,26.0,13,0.0,0.0,0.0
770,162,209,1,18,0,0.0,3,1.0,10.0,9,0.0,0.0,0.0
771,162,210,1,1,0,0.0,2,1.0,23.0,10,1.0,0.0,0.0
772,162,210,1,1,0,0.0,2,3.0,5.0,8,0.0,0.0,0.0
774,162,209,1,7,0,0.0,5,3.0,26.0,13,0.0,0.0,0.0
775,162,210,0,1,0,0.0,2,5.0,24.0,8,2.0,0.0,1.0
776,162,209,1,1,0,0.0,1,1.0,1.0,15,0.0,1.0,1.0
778,162,209,1,1,0,0.0,7,4.0,2.0,14,0.0,0.0,0.0
780,162,209,1,1,0,0.0,1,1.0,6.0,10,0.0,0.0,0.0
781,162,209,0,1,0,0.0,1,2.0,10.0,12,0.0,0.0,1.0
782,162,209,1,1,0,0.0,1,2.0,25.0,12,0.0,1.0,0.0
783,162,210,1,1,0,0.0,2,5.0,27.0,13,1.0,0.0,0.0
784,162,209,1,1,0,0.0,1,4.0,13.0,9,0.0,0.0,0.0
785,162,209,1,3,0,0.0,7,1.0,1.0,8,0.0,0.0,0.0
786,162,209,1,1,0,0.0,7,3.0,27.0,9,0.0,0.0,0.0
787,162,209,1,1,0,0.0,3,3.0,29.0,13,0.0,0.0,0.0
788,162,209,0,1,0,0.0,1,1.0,22.0,13,0.0,0.0,1.0
790,162,210,0,1,0,0.0,2,3.0,10.0,14,2.0,0.0,1.0
791,162,209,1,17,0,0.0,6,2.0,9.0,13,0.0,0.0,0.0
793,162,210,1,1,0,0.0,5,2.0,19.0,8,0.0,0.0,0.0
794,162,210,1,1,0,0.0,2,2.0,21.0,12,1.0,0.0,0.0
795,162,209,0,1,0,0.0,1,5.0,30.0,9,0.0,0.0,1.0
796,162,210,1,1,0,0.0,2,2.0,25.0,8,2.0,0.0,0.0
798,162,209,1,1,0,0.0,1,2.0,25.0,13,0.0,0.0,0.0
799,162,210,1,1,0,0.0,2,4.0,6.0,10,1.0,0.0,1.0
800,162,210,1,1,0,0.0,4,3.0,27.0,13,0.0,0.0,0.0
801,162,210,1,1,0,0.0,2,5.0,17.0,8,1.0,0.0,0.0
804,162,209,1,1,0,1.0,7,4.0,4.0,14,0.0,1.0,0.0
805,162,209,0,1,0,0.0,2,2.0,6.0,10,0.0,0.0,1.0
807,162,209,1,1,1,0.0,4,2.0,9.0,8,0.0,1.0,1.0
809,162,210,1,1,0,0.0,2,2.0,6.0,15,2.0,0.0,0.0
810,162,210,1,1,0,0.0,2,3.0,17.0,8,1.0,0.0,0.0
812,162,210,1,1,0,0.0,5,1.0,3.0,8,1.0,0.0,0.0
813,162,210,1,1,0,0.0,2,5.0,7.0,13,1.0,0.0,0.0
815,162,210,1,1,0,0.0,2,4.0,20.0,14,1.0,0.0,0.0
816,162,209,1,1,0,0.0,3,3.0,26.0,13,0.0,0.0,0.0
817,162,210,1,1,0,0.0,2,1.0,6.0,14,1.0,0.0,0.0
818,162,209,1,1,0,0.0,1,1.0,6.0,8,0.0,0.0,0.0
819,162,210,1,1,0,0.0,2,5.0,6.0,14,0.0,0.0,0.0
820,162,209,0,1,0,0.0,1,2.0,24.0,12,0.0,0.0,1.0
821,162,210,1,1,0,0.0,2,5.0,8.0,8,0.0,0.0,0.0
824,162,209,1,8,0,0.0,5,2.0,31.0,9,0.0,0.0,0.0
825,162,210,0,1,0,0.0,2,4.0,13.0,8,2.0,0.0,1.0
826,162,209,1,1,0,0.0,1,3.0,25.0,10,0.0,0.0,0.0
827,162,210,0,1,0,0.0,8,1.0,19.0,9,2.0,0.0,1.0
830,162,209,0,1,0,0.0,2,3.0,29.0,15,0.0,0.0,1.0
831,162,210,1,1,0,0.0,2,2.0,4.0,12,1.0,0.0,0.0
832,162,209,1,1,0,0.0,1,1.0,15.0,8,0.0,0.0,1.0
833,162,210,1,1,0,0.0,2,4.0,25.0,7,1.0,0.0,0.0
834,162,209,1,1,0,0.0,3,3.0,3.0,9,0.0,0.0,0.0
835,162,210,1,1,0,0.0,6,5.0,20.0,13,0.0,2.0,1.0
836,162,210,1,1,0,0.0,6,1.0,11.0,8,0.0,0.0,0.0
837,162,210,1,8,0,0.0,2,3.0,12.0,12,1.0,0.0,0.0
838,162,209,1,1,0,0.0,7,3.0,28.0,9,0.0,0.0,0.0
839,162,209,0,1,0,0.0,2,4.0,18.0,8,0.0,0.0,1.0
840,162,209,1,1,0,0.0,1,2.0,25.0,9,0.0,0.0,0.0
842,162,209,1,1,0,0.0,3,2.0,24.0,9,0.0,0.0,0.0
843,162,210,1,1,0,0.0,7,4.0,23.0,9,1.0,0.0,0.0
847,162,209,1,1,0,0.0,8,4.0,30.0,9,0.0,0.0,0.0
848,162,209,1,1,0,0.0,1,5.0,19.0,12,0.0,1.0,0.0
849,162,209,1,1,0,0.0,1,2.0,4.0,12,0.0,0.0,0.0
850,162,210,1,1,0,0.0,7,1.0,6.0,14,1.0,0.0,0.0
851,162,209,1,1,0,0.0,7,1.0,20.0,8,0.0,0.0,0.0
852,162,210,0,1,0,0.0,3,5.0,20.0,9,0.0,0.0,1.0
853,162,210,1,1,0,0.0,5,3.0,29.0,8,1.0,0.0,0.0
854,162,209,1,1,0,0.0,1,2.0,6.0,14,0.0,0.0,0.0
855,162,209,1,1,0,0.0,1,4.0,4.0,8,0.0,0.0,0.0
857,162,210,1,1,0,0.0,7,1.0,20.0,8,1.0,0.0,0.0
858,162,209,1,1,0,0.0,7,4.0,2.0,9,0.0,0.0,0.0
859,162,209,1,1,0,0.0,4,5.0,9.0,13,0.0,0.0,0.0
860,162,209,1,1,0,0.0,7,3.0,5.0,13,0.0,0.0,0.0
861,162,209,1,17,0,0.0,4,2.0,16.0,8,0.0,0.0,0.0
862,162,209,1,8,0,0.0,7,4.0,6.0,9,0.0,0.0,0.0
863,162,210,1,1,0,0.0,2,5.0,30.0,15,1.0,0.0,0.0
864,162,209,1,1,0,0.0,7,4.0,29.0,8,0.0,0.0,0.0
865,162,210,1,1,0,0.0,7,2.0,11.0,13,1.0,0.0,0.0
866,162,209,1,1,0,0.0,1,5.0,24.0,13,0.0,1.0,0.0
867,162,210,1,1,0,0.0,2,2.0,11.0,8,1.0,0.0,0.0
869,162,210,1,1,0,0.0,7,4.0,21.0,13,0.0,0.0,0.0
870,162,210,1,1,0,0.0,7,3.0,22.0,11,1.0,1.0,1.0
872,162,210,1,1,0,0.0,7,5.0,24.0,14,1.0,0.0,0.0
873,162,210,1,1,0,0.0,2,2.0,7.0,12,2.0,0.0,0.0
874,162,210,1,1,0,0.0,2,3.0,31.0,13,1.0,2.0,2.0
876,162,209,1,1,0,0.0,1,5.0,20.0,13,0.0,0.0,0.0
877,162,210,1,1,0,0.0,2,5.0,8.0,13,0.0,1.0,1.0
878,162,209,1,1,0,0.0,7,3.0,26.0,8,0.0,0.0,0.0
879,162,209,1,1,1,0.0,1,2.0,4.0,12,0.0,1.0,1.0
880,162,209,1,1,0,0.0,1,4.0,16.0,9,0.0,1.0,0.0
881,162,210,1,1,0,0.0,2,1.0,3.0,10,1.0,0.0,0.0
883,162,210,1,1,0,0.0,4,4.0,8.0,8,1.0,0.0,0.0
884,162,209,0,1,0,0.0,1,5.0,20.0,10,0.0,0.0,1.0
888,162,209,1,1,0,0.0,3,5.0,12.0,14,0.0,0.0,0.0
889,162,209,0,1,0,0.0,2,2.0,3.0,12,0.0,1.0,1.0
890,162,209,0,8,0,0.0,5,2.0,14.0,8,0.0,0.0,1.0
891,162,209,1,13,0,0.0,4,2.0,23.0,8,0.0,0.0,0.0
893,162,209,0,1,0,0.0,7,5.0,22.0,8,0.0,0.0,1.0
894,162,210,1,1,0,0.0,2,2.0,30.0,7,2.0,0.0,0.0
895,162,210,1,1,0,0.0,2,3.0,15.0,13,1.0,0.0,0.0
897,162,209,1,25,0,0.0,7,5.0,21.0,8,0.0,1.0,0.0
899,162,210,0,1,0,0.0,5,2.0,9.0,11,2.0,0.0,1.0
901,162,209,0,1,0,0.0,5,5.0,22.0,8,0.0,0.0,1.0
902,162,210,0,1,0,0.0,5,2.0,21.0,9,2.0,0.0,1.0
903,162,209,1,1,0,0.0,1,2.0,2.0,12,0.0,0.0,0.0
905,162,209,1,1,0,1.0,4,4.0,8.0,14,0.0,0.0,0.0
906,162,209,1,1,0,0.0,1,3.0,12.0,10,0.0,0.0,0.0
907,162,209,1,17,0,0.0,4,2.0,11.0,14,0.0,0.0,0.0
908,162,210,1,1,0,0.0,2,1.0,30.0,8,1.0,0.0,0.0
909,162,210,1,1,0,0.0,2,4.0,16.0,7,1.0,1.0,0.0
910,162,209,1,1,0,0.0,2,1.0,16.0,12,0.0,0.0,0.0
911,162,209,1,1,0,0.0,4,4.0,20.0,14,0.0,0.0,0.0
912,162,210,1,1,0,0.0,2,2.0,4.0,15,1.0,0.0,0.0
913,162,209,1,4,0,0.0,3,3.0,14.0,11,0.0,0.0,0.0
